city,city_ascii,country,admin_name
comallo,comallo,argentina,río negro
el maitén,el maiten,argentina,"buenos aires, ciudad autónoma de"
mendoza,mendoza,argentina,mendoza
neuquén,neuquen,argentina,neuquén
córdoba,cordoba,argentina,córdoba
catamarca,catamarca,argentina,catamarca
villa rumipal,villa rumipal,argentina,córdoba
san luis,san luis,argentina,san luis
río tercero,rio tercero,argentina,córdoba
malargüe,malargue,argentina,mendoza
tinogasta,tinogasta,argentina,catamarca
rinconada,rinconada,argentina,jujuy
abra pampa,abra pampa,argentina,jujuy
humahuaca,humahuaca,argentina,jujuy
libertador general san martín,libertador general san martin,argentina,jujuy
san pedro,san pedro,argentina,jujuy
susques,susques,argentina,jujuy
choele choel,choele choel,argentina,río negro
general conesa,general conesa,argentina,río negro
san antonio oeste,san antonio oeste,argentina,río negro
sierra colorado,sierra colorado,argentina,río negro
san carlos de bariloche,san carlos de bariloche,argentina,río negro
puerto madryn,puerto madryn,argentina,chubut
telsen,telsen,argentina,chubut
sarmiento,sarmiento,argentina,chubut
alto rio sanguer,alto rio sanguer,argentina,chubut
gastre,gastre,argentina,chubut
pampa del infierno,pampa del infierno,argentina,chaco
charata,charata,argentina,chaco
presidencia roque saenz pena,presidencia roque saenz pena,argentina,chaco
rodeo,rodeo,argentina,san juan
mercedes,mercedes,argentina,san luis
villa maría,villa maria,argentina,córdoba
las heras,las heras,argentina,mendoza
chilecito,chilecito,argentina,la rioja
ingeniero guillermo n. juarez,ingeniero guillermo n. juarez,argentina,formosa
comandante fontana,comandante fontana,argentina,formosa
belen,belen,argentina,catamarca
chumbicha,chumbicha,argentina,catamarca
rio grande,rio grande,argentina,"tierra del fuego, antártida e islas del atlántico sur"
puerto deseado,puerto deseado,argentina,santa cruz
perito moreno,perito moreno,argentina,santa cruz
puerto san julián,puerto san julian,argentina,santa cruz
gobernador gregores,gobernador gregores,argentina,santa cruz
san martín,san martin,argentina,mendoza
la paz,la paz,argentina,mendoza
tunuyán,tunuyan,argentina,mendoza
san rafael,san rafael,argentina,mendoza
general pico,general pico,argentina,la pampa
25 de mayo,25 de mayo,argentina,la pampa
victorica,victorica,argentina,la pampa
juan josé castelli,juan jose castelli,argentina,chaco
victoria,victoria,argentina,entre ríos
eldorado,eldorado,argentina,misiones
trancas,trancas,argentina,tucumán
chepes,chepes,argentina,la rioja
chamical,chamical,argentina,la rioja
concordia,concordia,argentina,entre ríos
el calafate,el calafate,argentina,santa cruz
chos malal,chos malal,argentina,neuquén
las lajas,las lajas,argentina,neuquén
zapala,zapala,argentina,neuquén
villa carlos paz,villa carlos paz,argentina,córdoba
bell ville,bell ville,argentina,córdoba
río cuarto,rio cuarto,argentina,córdoba
villa ángela,villa angela,argentina,chaco
concepción del uruguay,concepcion del uruguay,argentina,entre ríos
gualeguaychú,gualeguaychu,argentina,entre ríos
gualeguay,gualeguay,argentina,entre ríos
comodoro rivadavia,comodoro rivadavia,argentina,chubut
esquel,esquel,argentina,"buenos aires, ciudad autónoma de"
añatuya,anatuya,argentina,santiago del estero
dolores,dolores,argentina,buenos aires
chascomús,chascomus,argentina,buenos aires
chivilcoy,chivilcoy,argentina,buenos aires
lincoln,lincoln,argentina,buenos aires
goya,goya,argentina,corrientes
frias,frias,argentina,santiago del estero
vera,vera,argentina,santa fe
reconquista,reconquista,argentina,santa fe
monte quemado,monte quemado,argentina,santiago del estero
campana,campana,argentina,buenos aires
zárate,zarate,argentina,buenos aires
luján,lujan,argentina,buenos aires
mercedes,mercedes,argentina,buenos aires
san nicolas,san nicolas,argentina,buenos aires
pergamino,pergamino,argentina,buenos aires
chacabuco,chacabuco,argentina,buenos aires
junín,junin,argentina,buenos aires
san ramón de la nueva orán,san ramon de la nueva oran,argentina,salta
tartagal,tartagal,argentina,salta
joaquín v. gonzález,joaquin v. gonzalez,argentina,salta
general guemes,general guemes,argentina,salta
cerrillos,cerrillos,argentina,salta
cafayate,cafayate,argentina,salta
san antonio de los cobres,san antonio de los cobres,argentina,salta
alta gracia,alta gracia,argentina,córdoba
azul,azul,argentina,buenos aires
lobos,lobos,argentina,buenos aires
veinticinco de mayo,veinticinco de mayo,argentina,buenos aires
nueve de julio,nueve de julio,argentina,buenos aires
mercedes,mercedes,argentina,corrientes
mar del plata,mar del plata,argentina,buenos aires
balcarce,balcarce,argentina,buenos aires
juarez,juarez,argentina,buenos aires
coronel suárez,coronel suarez,argentina,buenos aires
tandil,tandil,argentina,buenos aires
carhué,carhue,argentina,buenos aires
olavarría,olavarria,argentina,buenos aires
rafaela,rafaela,argentina,santa fe
san justo,san justo,argentina,santa fe
rosario,rosario,argentina,santa fe
villa constitución,villa constitucion,argentina,santa fe
bahía blanca,bahia blanca,argentina,buenos aires
punta alta,punta alta,argentina,buenos aires
tres arroyos,tres arroyos,argentina,buenos aires
necochea,necochea,argentina,buenos aires
buenos aires,buenos aires,argentina,"buenos aires, ciudad autónoma de"
eisenstadt,eisenstadt,austria,burgenland
innsbruck,innsbruck,austria,tirol
bregenz,bregenz,austria,vorarlberg
salzburg,salzburg,austria,salzburg
linz,linz,austria,oberösterreich
wiener neustadt,wiener neustadt,austria,niederösterreich
sankt pölten,sankt polten,austria,niederösterreich
graz,graz,austria,steiermark
klagenfurt,klagenfurt,austria,kärnten
vienna,vienna,austria,wien
kingoonya,kingoonya,australia,south australia
port denison,port denison,australia,western australia
cairns,cairns,australia,queensland
kwinana,kwinana,australia,western australia
cranbourne,cranbourne,australia,victoria
port hedland,port hedland,australia,western australia
port lincoln,port lincoln,australia,south australia
port macquarie,port macquarie,australia,new south wales
port pirie,port pirie,australia,south australia
proserpine,proserpine,australia,queensland
busselton,busselton,australia,western australia
byron bay,byron bay,australia,new south wales
caboolture,caboolture,australia,queensland
cooma,cooma,australia,new south wales
streaky bay,streaky bay,australia,south australia
sunbury,sunbury,australia,victoria
sydney,sydney,australia,new south wales
karumba,karumba,australia,queensland
esperance,esperance,australia,western australia
exmouth,exmouth,australia,western australia
forbes,forbes,australia,new south wales
morawa,morawa,australia,western australia
moree,moree,australia,new south wales
katherine,katherine,australia,northern territory
katoomba,katoomba,australia,new south wales
launceston,launceston,australia,tasmania
laverton,laverton,australia,western australia
leeton,leeton,australia,new south wales
leonara,leonara,australia,western australia
seymour,seymour,australia,victoria
singleton,singleton,australia,new south wales
newcastle,newcastle,australia,new south wales
norseman,norseman,australia,western australia
batemans bay,batemans bay,australia,new south wales
bathurst,bathurst,australia,new south wales
griffith,griffith,australia,new south wales
whyalla,whyalla,australia,south australia
wilcannia,wilcannia,australia,new south wales
katanning,katanning,australia,western australia
bongaree,bongaree,australia,queensland
bordertown,bordertown,australia,south australia
boulia,boulia,australia,queensland
bourke,bourke,australia,new south wales
mackay,mackay,australia,queensland
southern cross,southern cross,australia,western australia
tweed heads,tweed heads,australia,new south wales
ulladulla,ulladulla,australia,new south wales
victor harbor,victor harbor,australia,south australia
andamooka,andamooka,australia,south australia
hervey bay,hervey bay,australia,queensland
gunnedah,gunnedah,australia,new south wales
gympie,gympie,australia,queensland
halls creek,halls creek,australia,western australia
hamilton,hamilton,australia,victoria
winton,winton,australia,queensland
mudgee,mudgee,australia,new south wales
ivanhoe,ivanhoe,australia,new south wales
pannawonica,pannawonica,australia,western australia
dubbo,dubbo,australia,new south wales
tom price,tom price,australia,western australia
parkes,parkes,australia,new south wales
sale,sale,australia,victoria
bendigo,bendigo,australia,victoria
berri,berri,australia,south australia
adelaide,adelaide,australia,south australia
adelaide river,adelaide river,australia,northern territory
albany,albany,australia,western australia
burketown,burketown,australia,queensland
burnie,burnie,australia,tasmania
penola,penola,australia,south australia
perth,perth,australia,western australia
peterborough,peterborough,australia,south australia
scone,scone,australia,new south wales
scottsdale,scottsdale,australia,tasmania
narrabri,narrabri,australia,new south wales
narrogin,narrogin,australia,western australia
townsville,townsville,australia,queensland
traralgon,traralgon,australia,victoria
central coast,central coast,australia,new south wales
broome,broome,australia,western australia
bunbury,bunbury,australia,western australia
wyndham,wyndham,australia,western australia
yamba,yamba,australia,new south wales
tumby bay,tumby bay,australia,south australia
forster-tuncurry,forster-tuncurry,australia,new south wales
bundaberg,bundaberg,australia,queensland
yulara,yulara,australia,northern territory
richmond,richmond,australia,new south wales
richmond,richmond,australia,queensland
rockhampton,rockhampton,australia,queensland
roebourne,roebourne,australia,western australia
roma,roma,australia,queensland
cloncurry,cloncurry,australia,queensland
cobram,cobram,australia,victoria
coffs harbour,coffs harbour,australia,new south wales
colac,colac,australia,victoria
alice springs,alice springs,australia,northern territory
ararat,ararat,australia,victoria
carnarvon,carnarvon,australia,western australia
ceduna,ceduna,australia,south australia
charleville,charleville,australia,queensland
charters towers,charters towers,australia,queensland
kalbarri,kalbarri,australia,western australia
kununurra,kununurra,australia,western australia
dalby,dalby,australia,queensland
lithgow,lithgow,australia,new south wales
manjimup,manjimup,australia,western australia
maitland,maitland,australia,new south wales
mandurah,mandurah,australia,western australia
karratha,karratha,australia,western australia
gawler,gawler,australia,south australia
geelong,geelong,australia,victoria
georgetown,georgetown,australia,queensland
geraldton,geraldton,australia,western australia
maryborough,maryborough,australia,victoria
maryborough,maryborough,australia,queensland
mcminns lagoon,mcminns lagoon,australia,northern territory
toowoomba,toowoomba,australia,queensland
onslow,onslow,australia,western australia
orange,orange,australia,new south wales
stawell,stawell,australia,victoria
echuca,echuca,australia,victoria
eidsvold,eidsvold,australia,queensland
emerald,emerald,australia,queensland
tamworth,tamworth,australia,new south wales
taree,taree,australia,new south wales
ballarat,ballarat,australia,victoria
ballina,ballina,australia,new south wales
barcaldine,barcaldine,australia,queensland
mount barker,mount barker,australia,western australia
mount gambier,mount gambier,australia,south australia
mount isa,mount isa,australia,queensland
mount magnet,mount magnet,australia,western australia
kempsey,kempsey,australia,new south wales
queanbeyan,queanbeyan,australia,new south wales
queenstown,queenstown,australia,tasmania
quilpie,quilpie,australia,queensland
ravensthorpe,ravensthorpe,australia,western australia
warrnambool,warrnambool,australia,victoria
warwick,warwick,australia,queensland
weipa,weipa,australia,queensland
ouyen,ouyen,australia,victoria
wollongong,wollongong,australia,new south wales
wonthaggi,wonthaggi,australia,victoria
kiama,kiama,australia,new south wales
kimba,kimba,australia,south australia
kingaroy,kingaroy,australia,queensland
pine creek,pine creek,australia,northern territory
hobart,hobart,australia,tasmania
darwin,darwin,australia,northern territory
gingin,gingin,australia,western australia
meekatharra,meekatharra,australia,western australia
melbourne,melbourne,australia,victoria
woomera,woomera,australia,south australia
moranbah,moranbah,australia,queensland
port augusta,port augusta,australia,south australia
port douglas,port douglas,australia,queensland
gladstone,gladstone,australia,queensland
gold coast,gold coast,australia,queensland
horsham,horsham,australia,victoria
hughenden,hughenden,australia,queensland
northam,northam,australia,western australia
nowra,nowra,australia,new south wales
shepparton,shepparton,australia,victoria
yeppoon,yeppoon,australia,queensland
young,young,australia,new south wales
caloundra,caloundra,australia,queensland
ingham,ingham,australia,queensland
innisfail,innisfail,australia,queensland
inverell,inverell,australia,new south wales
kingston,kingston,australia,tasmania
kingston south east,kingston south east,australia,south australia
clare,clare,australia,south australia
bowen,bowen,australia,queensland
melton,melton,australia,victoria
meningie,meningie,australia,south australia
merimbula,merimbula,australia,new south wales
merredin,merredin,australia,western australia
mildura,mildura,australia,victoria
thargomindah,thargomindah,australia,queensland
theodore,theodore,australia,queensland
three springs,three springs,australia,western australia
oatlands,oatlands,australia,tasmania
wagin,wagin,australia,western australia
armidale,armidale,australia,new south wales
atherton,atherton,australia,queensland
ayr,ayr,australia,queensland
bairnsdale,bairnsdale,australia,victoria
camooweal,camooweal,australia,queensland
canberra,canberra,australia,australian capital territory
longreach,longreach,australia,queensland
brisbane,brisbane,australia,queensland
devonport,devonport,australia,tasmania
wallaroo,wallaroo,australia,south australia
wangaratta,wangaratta,australia,victoria
cowell,cowell,australia,south australia
cowra,cowra,australia,new south wales
goondiwindi,goondiwindi,australia,queensland
goulburn,goulburn,australia,new south wales
grafton,grafton,australia,new south wales
murray bridge,murray bridge,australia,south australia
muswellbrook,muswellbrook,australia,new south wales
windorah,windorah,australia,queensland
bedourie,bedourie,australia,queensland
newman,newman,australia,western australia
birdsville,birdsville,australia,queensland
kalgoorlie,kalgoorlie,australia,western australia
biloela,biloela,australia,queensland
smithton,smithton,australia,tasmania
bicheno,bicheno,australia,tasmania
deniliquin,deniliquin,australia,new south wales
broken hill,broken hill,australia,new south wales
swan hill,swan hill,australia,victoria
albury,albury,australia,new south wales
wagga wagga,wagga wagga,australia,new south wales
tumut,tumut,australia,new south wales
lismore,lismore,australia,new south wales
oranjestad,oranjestad,aruba,
baku,baku,azerbaijan,bakı
goranboy,goranboy,azerbaijan,goranboy
saki,saki,azerbaijan,şəki
füzuli,fuzuli,azerbaijan,füzuli
lankaran,lankaran,azerbaijan,lənkəran
xocalı,xocali,azerbaijan,xocalı
ağdam,agdam,azerbaijan,ağdam
astara,astara,azerbaijan,astara
xocavənd,xocavand,azerbaijan,xocavənd
cəbrayıl,cabrayil,azerbaijan,cəbrayıl
beyləqan,beylaqan,azerbaijan,beyləqan
masallı,masalli,azerbaijan,masallı
biləsuvar,bilasuvar,azerbaijan,biləsuvar
cəlilabad,calilabad,azerbaijan,cəlilabad
xızı,xizi,azerbaijan,xızı
dəvəçi,davaci,azerbaijan,şabran
ağsu,agsu,azerbaijan,ağsu
yevlax,yevlax,azerbaijan,yevlax
mingəçevir,mingacevir,azerbaijan,mingəçevir
ganca,ganca,azerbaijan,gəncə
sumqayt,sumqayt,azerbaijan,sumqayıt
xaçmaz,xacmaz,azerbaijan,xaçmaz
i̇mişli,imisli,azerbaijan,i̇mişli
saatlı,saatli,azerbaijan,saatlı
laçın,lacin,azerbaijan,laçın
şərur,sarur,azerbaijan,şərur
qubadlı,qubadli,azerbaijan,qubadlı
heydərabad,heydarabad,azerbaijan,sədərək
yardımlı,yardimli,azerbaijan,yardımlı
şahbuz,sahbuz,azerbaijan,şahbuz
qıvraq,qivraq,azerbaijan,kəngərli
kapan,kapan,azerbaijan,zəngilan
ordubad,ordubad,azerbaijan,ordubad
zəngilan,zangilan,azerbaijan,zəngilan
goycay,goycay,azerbaijan,göyçay
siyəzən,siyazan,azerbaijan,siyəzən
ağdaş,agdas,azerbaijan,ağdaş
naftalan,naftalan,azerbaijan,naftalan
naxcivan,naxcivan,azerbaijan,naxçıvan
göygöl,goygol,azerbaijan,göygöl
hacıqabul,haciqabul,azerbaijan,hacıqabul
kürdəmir,kurdamir,azerbaijan,kürdəmir
qobustan,qobustan,azerbaijan,qobustan
bərdə,barda,azerbaijan,bərdə
ucar,ucar,azerbaijan,ucar
lerik,lerik,azerbaijan,lerik
stepanakert,stepanakert,azerbaijan,xankəndi
şuşa,susa,azerbaijan,şuşa
daşkəsən,daskasan,azerbaijan,daşkəsən
salyan,salyan,azerbaijan,salyan
zərdab,zardab,azerbaijan,zərdab
qusar,qusar,azerbaijan,qusar
ali bayramli,ali bayramli,azerbaijan,şirvan
sabirabad,sabirabad,azerbaijan,sabirabad
quba,quba,azerbaijan,quba
gadabay,gadabay,azerbaijan,gədəbəy
oğuz,oguz,azerbaijan,oğuz
balakən,balakan,azerbaijan,balakən
qax,qax,azerbaijan,qax
xırdalan,xirdalan,azerbaijan,abşeron
neftçala,neftcala,azerbaijan,neftçala
tərtər,tartar,azerbaijan,tərtər
ağcabədi,agcabadi,azerbaijan,ağcabədi
kəlbəcər,kalbacar,azerbaijan,kəlbəcər
qazax,qazax,azerbaijan,qazax
ağstafa,agstafa,azerbaijan,ağstafa
tovuz,tovuz,azerbaijan,tovuz
qəbələ,qabala,azerbaijan,qəbələ
agdam,agdam,azerbaijan,tovuz
i̇smayıllı,ismayilli,azerbaijan,i̇smayıllı
samux,samux,azerbaijan,samux
şəmkir,samkir,azerbaijan,şəmkir
zaqatala,zaqatala,azerbaijan,zaqatala
qabala,qabala,azerbaijan,
sarajevo,sarajevo,bosnia and herzegovina,"bosnia and herzegovina, federation of"
banja luka,banja luka,bosnia and herzegovina,"srpska, republika"
brčko,brcko,bosnia and herzegovina,brcko district
tuzla,tuzla,bosnia and herzegovina,"bosnia and herzegovina, federation of"
zenica,zenica,bosnia and herzegovina,"bosnia and herzegovina, federation of"
mostar,mostar,bosnia and herzegovina,"bosnia and herzegovina, federation of"
prijedor,prijedor,bosnia and herzegovina,"srpska, republika"
bridgetown,bridgetown,barbados,saint michael
dhaka,dhaka,bangladesh,dhaka
narayanganj,narayanganj,bangladesh,dhaka
khulna,khulna,bangladesh,khulna
jessore,jessore,bangladesh,khulna
sylhet,sylhet,bangladesh,sylhet
chittagong,chittagong,bangladesh,chittagong
barisal,barisal,bangladesh,barisāl
comilla,comilla,bangladesh,chittagong
rajshahi,rajshahi,bangladesh,rājshāhi
pabna,pabna,bangladesh,
saidpur,saidpur,bangladesh,rangpur
tangail,tangail,bangladesh,dhaka
nawabganj,nawabganj,bangladesh,rājshāhi
jamalpur,jamalpur,bangladesh,mymensingh
rangpur,rangpur,bangladesh,rangpur
mymensingh,mymensingh,bangladesh,mymensingh
brussels,brussels,belgium,brussels-capital region
arlon,arlon,belgium,wallonia
antwerpen,antwerpen,belgium,flanders
brugge,brugge,belgium,flanders
liège,liege,belgium,wallonia
hasselt,hasselt,belgium,flanders
mons,mons,belgium,wallonia
gent,gent,belgium,flanders
namur,namur,belgium,wallonia
charleroi,charleroi,belgium,wallonia
banfora,banfora,burkina faso,cascades
tougan,tougan,burkina faso,boucle du mouhoun
pô,po,burkina faso,centre-sud
bobo dioulasso,bobo dioulasso,burkina faso,hauts-bassins
tenkodogo,tenkodogo,burkina faso,centre-est
diapaga,diapaga,burkina faso,est
sebba,sebba,burkina faso,sahel
ouahigouya,ouahigouya,burkina faso,nord
kaya,kaya,burkina faso,centre-nord
gaoua,gaoua,burkina faso,sud-ouest
manga,manga,burkina faso,centre-sud
sapouy,sapouy,burkina faso,centre-ouest
ouagadougou,ouagadougou,burkina faso,centre
orodara,orodara,burkina faso,hauts-bassins
bogandé,bogande,burkina faso,est
ziniaré,ziniare,burkina faso,plateau-central
fada ngourma,fada ngourma,burkina faso,est
leo,leo,burkina faso,centre-ouest
diébougou,diebougou,burkina faso,sud-ouest
gaoua,gaoua,burkina faso,sud-ouest
dédougou,dedougou,burkina faso,boucle du mouhoun
nouna,nouna,burkina faso,boucle du mouhoun
koudougou,koudougou,burkina faso,centre-ouest
réo,reo,burkina faso,centre-ouest
kombissiri,kombissiri,burkina faso,centre-sud
yako,yako,burkina faso,nord
solenzo,solenzo,burkina faso,boucle du mouhoun
djibo,djibo,burkina faso,sahel
dori,dori,burkina faso,sahel
gorom gorom,gorom gorom,burkina faso,sahel
zorgo,zorgo,burkina faso,plateau-central
boulsa,boulsa,burkina faso,centre-nord
koupéla,koupela,burkina faso,centre-est
ruse,ruse,bulgaria,ruse
varna,varna,bulgaria,varna
pazardzhik,pazardzhik,bulgaria,pazardzhik
yambol,yambol,bulgaria,yambol
sliven,sliven,bulgaria,sliven
dobrich,dobrich,bulgaria,dobrich
lovec,lovec,bulgaria,lovech
plovdiv,plovdiv,bulgaria,plovdiv
vidin,vidin,bulgaria,vidin
shumen,shumen,bulgaria,shumen
razgrad,razgrad,bulgaria,razgrad
silistra,silistra,bulgaria,silistra
blagoevgrad,blagoevgrad,bulgaria,blagoevgrad
burgas,burgas,bulgaria,burgas
montana,montana,bulgaria,montana
gabrovo,gabrovo,bulgaria,gabrovo
kyustendil,kyustendil,bulgaria,kyustendil
vratsa,vratsa,bulgaria,vratsa
stara zagora,stara zagora,bulgaria,stara zagora
smolyan,smolyan,bulgaria,smolyan
pernik,pernik,bulgaria,pernik
pleven,pleven,bulgaria,pleven
sofia,sofia,bulgaria,sofia-grad
khaskovo,khaskovo,bulgaria,haskovo
kardzhali,kardzhali,bulgaria,kardzhali
targovishte,targovishte,bulgaria,targovishte
turnovo,turnovo,bulgaria,veliko tarnovo
manama,manama,bahrain,al ‘āşimah
kayanza,kayanza,burundi,kayanza
ruyigi,ruyigi,burundi,ruyigi
bururi,bururi,burundi,bururi
makamba,makamba,burundi,makamba
cibitoke,cibitoke,burundi,cibitoke
rutana,rutana,burundi,rutana
cankuzo,cankuzo,burundi,cankuzo
muramvya,muramvya,burundi,muramvya
gitega,gitega,burundi,gitega
gitega,gitega,burundi,mwaro
kirundo,kirundo,burundi,kirundo
muyinga,muyinga,burundi,muyinga
rumonge,rumonge,burundi,rumonge
bubanza,bubanza,burundi,bubanza
karusi,karusi,burundi,karuzi
ngozi,ngozi,burundi,ngozi
mwaro,mwaro,burundi,mwaro
isale,isale,burundi,bujumbura rural
bujumbura,bujumbura,burundi,
kandi,kandi,benin,alibori
dogbo,dogbo,benin,couffo
savalou,savalou,benin,collines
ouidah,ouidah,benin,atlantique
lokossa,lokossa,benin,mono
sakété,sakete,benin,plateau
natitingou,natitingou,benin,atacora
abomey,abomey,benin,zou
djougou,djougou,benin,donga
parakou,parakou,benin,borgou
porto-novo,porto-novo,benin,ouémé
cotonou,cotonou,benin,littoral
gustavia,gustavia,saint barthelemy,
hamilton,hamilton,bermuda,hamilton
bandar seri begawan,bandar seri begawan,brunei,
uyuni,uyuni,bolivia,potosí
santa cruz de la sierra,santa cruz de la sierra,bolivia,santa cruz
la paz,la paz,bolivia,la paz
sica sica,sica sica,bolivia,la paz
puerto suárez,puerto suarez,bolivia,santa cruz
coroico,coroico,bolivia,la paz
coro coro,coro coro,bolivia,la paz
san ignacio,san ignacio,bolivia,santa cruz
san matias,san matias,bolivia,santa cruz
santa ana,santa ana,bolivia,el beni
roboré,robore,bolivia,santa cruz
baures,baures,bolivia,el beni
ascension,ascension,bolivia,santa cruz
oruro,oruro,bolivia,oruro
apolo,apolo,bolivia,la paz
san jose,san jose,bolivia,santa cruz
viacha,viacha,bolivia,la paz
charaña,charana,bolivia,la paz
trinidad,trinidad,bolivia,el beni
potosí,potosi,bolivia,potosí
san carlos,san carlos,bolivia,santa cruz
quime,quime,bolivia,la paz
reyes,reyes,bolivia,el beni
rurrenabaque,rurrenabaque,bolivia,el beni
san ramón,san ramon,bolivia,el beni
achacachi,achacachi,bolivia,la paz
san rafael,san rafael,bolivia,santa cruz
magdalena,magdalena,bolivia,el beni
san borja,san borja,bolivia,el beni
guayaramerín,guayaramerin,bolivia,el beni
puerto quijarro,puerto quijarro,bolivia,santa cruz
cochabamba,cochabamba,bolivia,cochabamba
santa cruz,santa cruz,bolivia,santa cruz
sucre,sucre,bolivia,chuquisaca
tupiza,tupiza,bolivia,potosí
san lorenzo,san lorenzo,bolivia,tarija
camargo,camargo,bolivia,chuquisaca
villamontes,villamontes,bolivia,tarija
cobija,cobija,bolivia,pando
tarabuco,tarabuco,bolivia,chuquisaca
camiri,camiri,bolivia,santa cruz
cuevo,cuevo,bolivia,santa cruz
charagua,charagua,bolivia,santa cruz
padilla,padilla,bolivia,chuquisaca
bermejo,bermejo,bolivia,tarija
entre ríos,entre rios,bolivia,tarija
tarija,tarija,bolivia,tarija
villazón,villazon,bolivia,potosí
puerto heath,puerto heath,bolivia,la paz
piso firme,piso firme,bolivia,el beni
betanzos,betanzos,bolivia,potosí
sabaya,sabaya,bolivia,oruro
vallegrande,vallegrande,bolivia,santa cruz
samaipata,samaipata,bolivia,santa cruz
llica,llica,bolivia,potosí
aiquile,aiquile,bolivia,cochabamba
villa martin,villa martin,bolivia,potosí
san javier,san javier,bolivia,santa cruz
riberalta,riberalta,bolivia,el beni
llallagua,llallagua,bolivia,potosí
uncia,uncia,bolivia,potosí
challapata,challapata,bolivia,oruro
quillacollo,quillacollo,bolivia,cochabamba
punata,punata,bolivia,cochabamba
cliza,cliza,bolivia,cochabamba
portachuelo,portachuelo,bolivia,santa cruz
montero,montero,bolivia,santa cruz
puerto villarroel,puerto villarroel,bolivia,cochabamba
puerto acosta,puerto acosta,bolivia,la paz
sorata,sorata,bolivia,la paz
tauá,taua,brazil,ceará
uruguaiana,uruguaiana,brazil,rio grande do sul
quixadá,quixada,brazil,ceará
cabo de santo agostinho,cabo de santo agostinho,brazil,pernambuco
são gabriel,sao gabriel,brazil,rio grande do sul
são borja,sao borja,brazil,rio grande do sul
santo ângelo,santo angelo,brazil,rio grande do sul
santa rosa,santa rosa,brazil,rio grande do sul
quaraí,quarai,brazil,rio grande do sul
salvador,salvador,brazil,bahia
vila velha,vila velha,brazil,espírito santo
santa cruz do sul,santa cruz do sul,brazil,rio grande do sul
laguna,laguna,brazil,santa catarina
muriaé,muriae,brazil,minas gerais
londrina,londrina,brazil,paraná
são lourenço do sul,sao lourenco do sul,brazil,rio grande do sul
porto união,porto uniao,brazil,santa catarina
itanhaem,itanhaem,brazil,são paulo
foz do iguaçu,foz do iguacu,brazil,paraná
novo hamburgo,novo hamburgo,brazil,rio grande do sul
viana,viana,brazil,maranhão
fernandópolis,fernandopolis,brazil,são paulo
guarapuava,guarapuava,brazil,paraná
guajara-miram,guajara-miram,brazil,rondônia
arcoverde,arcoverde,brazil,pernambuco
mossoró,mossoro,brazil,rio grande do norte
maringá,maringa,brazil,paraná
maracaju,maracaju,brazil,mato grosso do sul
estância,estancia,brazil,sergipe
crateús,crateus,brazil,ceará
ponta porã,ponta pora,brazil,mato grosso do sul
penápolis,penapolis,brazil,são paulo
cruzeiro do sul,cruzeiro do sul,brazil,acre
jacareacanga,jacareacanga,brazil,pará
erechim,erechim,brazil,rio grande do sul
chapadinha,chapadinha,brazil,maranhão
itapipoca,itapipoca,brazil,ceará
bacabal,bacabal,brazil,maranhão
cascavel,cascavel,brazil,paraná
curitiba,curitiba,brazil,paraná
aracati,aracati,brazil,ceará
jaboatao,jaboatao,brazil,pernambuco
ijuí,ijui,brazil,rio grande do sul
apucarana,apucarana,brazil,paraná
formosa,formosa,brazil,goiás
icó,ico,brazil,ceará
araranguá,ararangua,brazil,santa catarina
xapeco,xapeco,brazil,santa catarina
nova iguaçu,nova iguacu,brazil,rio de janeiro
andradina,andradina,brazil,são paulo
capanema,capanema,brazil,pará
baturité,baturite,brazil,ceará
aripuana,aripuana,brazil,mato grosso
bom jesus da lapa,bom jesus da lapa,brazil,bahia
carazinho,carazinho,brazil,rio grande do sul
cametá,cameta,brazil,pará
campo murao,campo murao,brazil,paraná
aquidauana,aquidauana,brazil,mato grosso do sul
brasília,brasilia,brazil,distrito federal
bragança paulista,braganca paulista,brazil,são paulo
assis,assis,brazil,são paulo
paragominas,paragominas,brazil,pará
cáceres,caceres,brazil,mato grosso
bento gonçalves,bento goncalves,brazil,rio grande do sul
santo andré,santo andre,brazil,são paulo
bagé,bage,brazil,rio grande do sul
três lagoas,tres lagoas,brazil,mato grosso do sul
caracaraí,caracarai,brazil,roraima
concórdia,concordia,brazil,santa catarina
camaquã,camaqua,brazil,rio grande do sul
guaira,guaira,brazil,paraná
jaraguá do sul,jaragua do sul,brazil,santa catarina
araçatuba,aracatuba,brazil,são paulo
olinda,olinda,brazil,pernambuco
recife,recife,brazil,pernambuco
natal,natal,brazil,amazonas
presidente prudente,presidente prudente,brazil,são paulo
parnaíba,parnaiba,brazil,piauí
crato,crato,brazil,amazonas
santana do livramento,santana do livramento,brazil,rio grande do sul
corumbá,corumba,brazil,mato grosso do sul
abunã,abuna,brazil,rondônia
campo grande,campo grande,brazil,mato grosso do sul
itaituba,itaituba,brazil,pará
joaçaba,joacaba,brazil,santa catarina
rio branco,rio branco,brazil,acre
acaraú,acarau,brazil,ceará
pelotas,pelotas,brazil,rio grande do sul
manaus,manaus,brazil,amazonas
cachoeira do sul,cachoeira do sul,brazil,rio grande do sul
jardim,jardim,brazil,mato grosso do sul
santa maria,santa maria,brazil,rio grande do sul
rosário do sul,rosario do sul,brazil,rio grande do sul
joinville,joinville,brazil,santa catarina
ji-paraná,ji-parana,brazil,rondônia
